IMG_20200429_152039.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152039.jpg,22.37836,113.96287
IMG_20200429_152117.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152117.jpg,22.37867,113.96244
IMG_20200429_152156.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152156.jpg,22.37867,113.96244
IMG_20200429_152211.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152211.jpg,22.37857,113.96254
IMG_20200429_152306.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152306.jpg,22.37845,113.96309
IMG_20200429_152347.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152347.jpg,22.3784,113.96291
IMG_20200429_152440.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152440.jpg,22.37842,113.96289
IMG_20200429_152517.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152517.jpg,22.37843,113.96258
IMG_20200429_152618.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152618.jpg,22.37851,113.96251
IMG_20200429_152728.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152728.jpg,22.3781,113.96222
IMG_20200429_152815.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152815.jpg,22.37784,113.9622
IMG_20200429_152831.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152831.jpg,22.37794,113.96214
IMG_20200429_152906.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_152906.jpg,22.37788,113.9622
IMG_20200429_153010.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_153010.jpg,22.37811,113.96232
IMG_20200429_153217.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_153217.jpg,22.37805,113.96236
IMG_20200429_153253.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_153253.jpg,22.37803,113.96222
IMG_20200429_153740.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_153740.jpg,22.37755,113.96204
IMG_20200429_153842.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_153842.jpg,22.37746,113.96206
IMG_20200429_154154.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_154154.jpg,22.37794,113.96204
IMG_20200429_154212.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_154212.jpg,22.37788,113.96194
IMG_20200429_154602.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_154602.jpg,22.37788,113.96221
IMG_20200429_154745.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_154745.jpg,22.37778,113.9608
IMG_20200429_155026.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_155026.jpg,22.37749,113.96104
IMG_20200429_155317.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_155317.jpg,22.37766,113.96102
IMG_20200429_155342.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_155342.jpg,22.37755,113.96105
IMG_20200429_160455.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_160455.jpg,22.37755,113.96191
IMG_20200429_160542.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_160542.jpg,22.37719,113.96207
IMG_20200429_160703.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_160703.jpg,22.37702,113.96236
IMG_20200429_160711.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_160711.jpg,22.37702,113.96236
IMG_20200429_160735.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_160735.jpg,22.37701,113.96231
IMG_20200429_161003.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161003.jpg,22.37731,113.96135
IMG_20200429_161026.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161026.jpg,22.3773,113.96194
IMG_20200429_161101.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161101.jpg,22.37727,113.96194
IMG_20200429_161155.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161155.jpg,22.37688,113.96184
IMG_20200429_161236.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161236.jpg,22.37679,113.96172
IMG_20200429_161326.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161326.jpg,22.3768,113.96192
IMG_20200429_161559.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161559.jpg,22.37671,113.96197
IMG_20200429_161656.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161656.jpg,22.3762,113.96166
IMG_20200429_161807.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161807.jpg,22.37606,113.96088
IMG_20200429_161841.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161841.jpg,22.37614,113.96096
IMG_20200429_161949.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_161949.jpg,22.37607,113.96088
IMG_20200429_162429.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_162429.jpg,22.37543,113.96098
IMG_20200429_162445.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_162445.jpg,22.37543,113.96098
IMG_20200429_162541.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_162541.jpg,22.37576,113.96145
IMG_20200429_162722.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_162722.jpg,22.37601,113.96216
IMG_20200429_162957.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_162957.jpg,22.37529,113.96223
IMG_20200429_163201.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_163201.jpg,22.37463,113.96227
IMG_20200429_163318.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_163318.jpg,22.37461,113.96244
IMG_20200429_163353.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_163353.jpg,22.37375,113.96384
IMG_20200429_163626.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_163626.jpg,22.37395,113.96297
IMG_20200429_163711.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_163711.jpg,22.37421,113.96306
IMG_20200429_163939.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_163939.jpg,22.374,113.96409
IMG_20200429_164121.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_164121.jpg,22.37511,113.9644
IMG_20200429_164211.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_164211.jpg,22.37501,113.964
IMG_20200429_164242.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_164242.jpg,22.37444,113.96389
IMG_20200429_164428.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_164428.jpg,22.37507,113.96389
IMG_20200429_165007.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_165007.jpg,22.37493,113.96404
IMG_20200429_170947.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_170947.jpg,22.375,113.96379
IMG_20200429_171122.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_171122.jpg,22.37485,113.96382
IMG_20200429_171158.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_171158.jpg,22.37473,113.96402
IMG_20200429_171233.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_171233.jpg,22.3746,113.96394
IMG_20200429_171437.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_171437.jpg,22.375,113.96388
IMG_20200429_171748.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_171748.jpg,22.37511,113.964
IMG_20200429_171830.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_171830.jpg,22.37473,113.96412
IMG_20200429_172247.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_172247.jpg,22.37466,113.96497
IMG_20200429_172419.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_172419.jpg,22.37422,113.96533
IMG_20200429_172545.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_172545.jpg,22.37374,113.96481
IMG_20200429_172640.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_172640.jpg,22.37381,113.96516
IMG_20200429_172702.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_172702.jpg,22.37381,113.96516
IMG_20200429_172802.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_172802.jpg,22.3735,113.96474
IMG_20200429_172907.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_172907.jpg,22.37411,113.96458
IMG_20200429_173046.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_173046.jpg,22.37385,113.96404
IMG_20200429_173148.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_173148.jpg,22.37394,113.96406
IMG_20200429_174026.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_174026.jpg,22.37358,113.96362
IMG_20200429_174252.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_174252.jpg,22.37361,113.96327
IMG_20200429_174723.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_174723.jpg,22.37305,113.9604
IMG_20200429_175045.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_175045.jpg,22.37356,113.9603
IMG_20200429_180338.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_180338.jpg,22.37616,113.96072
IMG_20200429_183548.jpg,D:\HK B\SiteVisitPlanPreparation\Photos\PhotoStorage/IMG_20200429_183548.jpg,22.37964,113.96843
